Name,Wiki URL,Image URL,Description
Isha Talwar,https://en.wikipedia.org/wiki/Isha_Talwar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Isha_Talwar_grace_GQ_Style_Awards_%2809%29_%28cropped%29.jpg/220px-Isha_Talwar_grace_GQ_Style_Awards_%2809%29_%28cropped%29.jpg,"Isha Talwar is an Indian film actress who predominantly works in Malayalam cinema and Hindi cinema, besides appearing in a few films in Tamil and Telugu cinema. She started out as a model and appeared in various commercials, and later made her film debut with the 2012 Malayalam film Thattathin Marayathu."
Isha Chawla,https://en.wikipedia.org/wiki/Isha_Chawla,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Isha_Chawla.jpg/220px-Isha_Chawla.jpg,"Isha Chawla is an Indian film actress, appearing primarily in Telugu films. Chawla made her debut in Tollywood with Prema Kavali opposite debutant Aadi under K. Vijaya Bhaskar's direction."
Ineya,https://en.wikipedia.org/wiki/Iniya,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Iniya_W.jpg/220px-Iniya_W.jpg,"Shruti Sawant (born 22 January 1988), better known by her stage name Ineya, is an Indian film actress and model from Trivandrum, Kerala who predominantly appears in Malayalam and Tamil films. She won the Tamil Nadu State Film Award for Best Actress for her role in the Tamil film Vaagai Sooda Vaa (2011)."
Indrani Haldar,https://en.wikipedia.org/wiki/Indrani_Haldar,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Indrani_haldar_image.jpg/220px-Indrani_haldar_image.jpg,"Indrani Haldar (born 6 January 1971) is an Indian actress who is mostly known for her work in Bengali films. She was conferred with a National Award, three BFJA Awards and two Anandalok Awards."
Ilene Hamann,https://en.wikipedia.org/wiki/Ilene_Hamann,,Ilene Hamann (born 9 June 1984) is an actress and model from South Africa.
Isha Sharvani,https://en.wikipedia.org/wiki/Isha_Sharvani,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Isha_Sharvani_Backless.webp/220px-Isha_Sharvani_Backless.webp.png,"Isha Sharvani (born 29 September 1984 in Gujarat, India) is an Indian Contemporary dancer and actress. She is known for her stylistic Indian contemporary and aerial dance performances. She has also starred in Bollywood, Malayalam and Tamil movies."
Hema Malini,https://en.wikipedia.org/wiki/Hema_Malini,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Hema_malini_bhungama1.jpg/220px-Hema_malini_bhungama1.jpg,"Hema Malini (born 16 October 1948) is an Indian actress, writer, director, producer, dancer and politician. In 1962, she made her acting debut in the Tamil film Ithu Sathiyam. Malini first acted in a main role in Sapno Ka Saudagar (1968), and went on to feature in numerous Bollywood films, primarily as the lead actress. In most of her films, she starred opposite her husband Dharmendra and with Rajesh Khanna and Dev Anand. Malini was initially promoted as the ""Dream Girl"", and in 1977 starred in a film of the same name. She has played both comic and dramatic roles, as well as being a dancer. She was one of the highest paid Indian actresses from 1976 to 1980."
Honey Rose,https://en.wikipedia.org/wiki/Honey_Rose,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Honey_Rose_2019.jpg/220px-Honey_Rose_2019.jpg,"Honey Rose Varghese (born 9 May 1991) is an Indian film actress, who predominantly appears in Malayalam films. She also appeared in a few Tamil, Kannada and Telugu films."
Huma Qureshi (actress),https://en.wikipedia.org/wiki/Huma_Qureshi_(actress),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Huma_Qureshi_graces_the_HT_Style_Awards_2018.jpg/220px-Huma_Qureshi_graces_the_HT_Style_Awards_2018.jpg,"Huma Saleem Qureshi (pronounced ; born 28 July 1986) is an Indian film actress and model, who has received three Filmfare Award nominations."
Hema Bellur,https://en.wikipedia.org/wiki/Hema_Bellur,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Hema V. Bellur is an Indian film actress in the Kannada film industry, and a theatre artist in Karnataka, India. Some of the notable films of Hema Bellur as an actress include Vaalee (2001), Kiladi (2000), Mysore Huli (2001) and Dumbee (2003)."
J. Jayalalithaa,https://en.wikipedia.org/wiki/Jayalalithaa,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/J_Jayalalithaa.jpg/220px-J_Jayalalithaa.jpg,"Jayaram Jayalalithaa (24 February 1948 – 5 December 2016) was an Indian politician and film actress who served six times as the Chief Minister of Tamil Nadu for over fourteen years between 1991 and 2016. From 1989 she was the general secretary of the All India Anna Dravida Munnetra Kazhagam (AIADMK), a Dravidian party whose cadre revered her as their Amma (mother) and Puratchi Thalaivi (revolutionary leader). Her critics in the media and the opposition accused her of fostering a personality cult and of demanding absolute loyalty from AIADMK legislators and ministers, who often publicly prostrated themselves before her.
Between 1965 and 1973, Jayalalithaa starred opposite M. G. Ramachandran in a number of successful films, including Aayirathil Oruvan, Kavalkaran, Adimai Penn, Engal Thangam, Kudiyirundha Koyil, Ragasiya Police 115 and Nam Naadu. Cho Ramaswamy cast her in the lead role in his directorial venture Yarrukkum Vetkam Illai."
Hebah Patel,https://en.wikipedia.org/wiki/Hebah_Patel,,"Hebah Patel is an Indian actress and model who works in Kannada, Tamil, and Telugu films."
Hema Prabhath,https://en.wikipedia.org/wiki/Hema_Prabhath,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Hema Prabhath is an Indian film actress in the Kannada film industry. Some of the films of Hema Prabhath as an actress include America! America!! (1995), Dore (1995), Ravimama (1999)."
Hrishitaa Bhatt,https://en.wikipedia.org/wiki/Hrishitaa_Bhatt,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Hrishitaa_Bhatt_during_trailer_launch_of_the_film_%27Chal_Jaa_Bapu%27.jpg/220px-Hrishitaa_Bhatt_during_trailer_launch_of_the_film_%27Chal_Jaa_Bapu%27.jpg,"Hrishitaa Bhatt (born 10 May 1981), also spelled as Hrishita Bhat, is an Indian actress and model. She debuted in the film Asoka (2001) opposite Shahrukh Khan, but it was Haasil (2003) that brought her fame. Bhatt got acclaimed for this role and appeared in films like Ab Tak Chhappan and Jigyaasa, thereafter. In 2008, she appeared in IshQ Bector's music video Daaku Daddy with Shakti Kapoor. She currently presents the famous Rangoli program in DD National."
Helen (actress),https://en.wikipedia.org/wiki/Helen_(actress),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Helen_at_Kallista_Spa_opening.jpg/220px-Helen_at_Kallista_Spa_opening.jpg,"Helen Anne Richardson Khan (born Helen Anne Richardson on 21 November 1938), known mononymously as Helen, is an Indian film actress and dancer who is best known for her work in Hindi films. She has received two Filmfare awards and has appeared in over 700 films, and is often cited as one of the most popular nautch dancers of her time. In 2009, Helen was awarded with the Padma Shri by the Government of India. She was the inspiration for four films and a book, and is the second wife of veteran writer-producer Salim Khan."
Hansika Motwani,https://en.wikipedia.org/wiki/Hansika_Motwani,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Star_Hansika.jpg/220px-Star_Hansika.jpg,"Hansika Motwani is an Indian actress who chiefly appears in Tamil films. She also appears in Telugu, Malayalam, Kannada and Hindi films. Hansika made her film debut in Telugu cinema with Desamuduru film, and became the recipient of numerous accolades, including Filmfare Award for Best Female Debut – South."
Heera Rajagopal,https://en.wikipedia.org/wiki/Heera_Rajagopal,,"Heera is a former Indian film actress from 1991 to 1999. She has appeared in several Tamil, Malayalam, Telugu, Kannada and Hindi films."
Harini (Kannada actress),https://en.wikipedia.org/wiki/Harini_(Kannada_actress),,"Harini (born 1937) is a former actress in the Kannada cinema. She was active during the 1950s and 1960s, retiring at the peak of her career. As of 2006 she lived in Bangalore."
Hazel Keech,https://en.wikipedia.org/wiki/Hazel_Keech,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Hazel_Keech_at_the_launch_of_%27Dongri_To_Dubai%27_book_%281%29.jpg/220px-Hazel_Keech_at_the_launch_of_%27Dongri_To_Dubai%27_book_%281%29.jpg,"Hazel Keech (born 1986/1987 (age 33–34)), also known by her married name Gurbasant Kaur, is a British−Mauritian film actress and model who has appeared in Indian television programs and films. She has appeared in Billa and Bodyguard as well as in a Suzuki advertisement. She danced in the Frankfinn Music remix item number, ""Kahin Pe Nigahaen"". She appeared in the reality television programme Bigg Boss 7 in 2013."
Harshika Poonacha,https://en.wikipedia.org/wiki/Harshika_Poonacha,,"Harshika Poonacha is an Indian actress who mainly works in Kannada films and also in Konkani, Kodava, Telugu and Malayalam films. She rose to fame with the 2008 Kannada film PUC."
Hariprriya,https://en.wikipedia.org/wiki/Haripriya,,"Shruthi Chandrasena, known professionally as Hariprriya, is an Indian film actress and model who chiefly works in Kannada and Telugu films. She has also appeared in several regional films of Tamil, Malayalam, and Tulu cinemas. Hariprriya became a prominent celebrity after playing her role in Ugramm, Ranna, Ricky, Neer Dose (film), Bharjari, Samhaara, Life Jothe Ondh Selfie, Bell Bottom, D/O Parvathamma and Bicchugatti – Chapter 1- Dalvayi Dange films."
Gul Panag,https://en.wikipedia.org/wiki/Gul_Panag,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Gul_LFW-2017.jpg/220px-Gul_LFW-2017.jpg,"Gul Panag (born Gulkirat Kaur Panag, 3 January 1979; Chandigarh, India) is an Indian actress, voice actress, model, and former beauty queen who competed in the Miss Universe pageant. Panag began her career in Bollywood, with the 2003 film Dhoop. Since then, she has worked in films like Jurm and the TV series Kashmeer. Her notable films include Dor, Dhoop, Manorama Six Feet Under, Hello, Straight, and Ab Tak Chhappan 2."
Gowri Pandit,https://en.wikipedia.org/wiki/Gowri_Pandit,https://upload.wikimedia.org/wikipedia/commons/b/ba/GowriPandit.jpg,Gowri Pandit is an Indian model and actress. She made her acting debut in the 2005 film Andhrudu. She also appeared in Hero Honda commercial with Barun Sobti.
Geetu Mohandas,https://en.wikipedia.org/wiki/Geetu_Mohandas,,"Gayathri Mohandas (born 8 June 1981) known professionally as Geetu Mohandas is an Indian film actress and director known for her works in Malayalam cinema and Bollywood. In 2013, she directed the socio political film Liar's Dice which has received two National Film Awards, was premiered at Sundance Film Festival, and was chosen by the Government of India as India's entry for the U.S. 87th Academy Awards, popularly known as the Oscars, but was not shortlisted or nominated."
Gowri Munjal,https://en.wikipedia.org/wiki/Gowri_Munjal,,Gowri Munjal (born 10 August 1985) is an Indian film actress and model. She has frequently appeared in South Indian films and is probably best known for her performance as Mahalakshmi Somaraju in her debut film Bunny.
Girija Shettar,https://en.wikipedia.org/wiki/Girija_Shettar,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Girija_Shettar.jpg/220px-Girija_Shettar.jpg,"Girija Shettar (born 20 July 1969)  is a former Indian film actress of  mixed   origin, known for her works in South Indian films. In 1989, Shettar starred in Maniratnam's film Geethanjali. She then did the Malayalam film Vandanam, directed by Priyadarshan, in which she starred alongside Mohanlal."
Girija (actress),https://en.wikipedia.org/wiki/Girija_(actress),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/29px-India_film_clapperboard_%28variant%29.svg.png,"Girija (Telugu: గిరిజ) is a Telugu film actress and comedian of 1950 and 1960s. She was born on 3 March 1938, in Kankipadu, Andhra Pradesh. Her first movie was Kasturi Sivarao's Paramanandayya Shishyula Katha (1950). She acted in many films with Relangi Venkataramaiah and became famous hit comedian pair. Her portrayal of Pathala Bhairavi in 1951 hit film Patala Bhairavi displayed her talents and resulted in her getting many film offers lasting about two decades. She also acted in Tamil films during the fifties. She married C. Sanyasi Raju, who started a film company named Vijaya Giri Dhwaja Productions (named after Girija) and produced a number of movies. Her daughter Saleema is also an actress who acts mainly in Malayalam movies."
Girija Lokesh,https://en.wikipedia.org/wiki/Girija_Lokesh,,"Girija Lokesh is an Indian actress and occasional film producer who works in Kannada cinema, and a theatre actor. She is the widow of actor Lokesh, and is the mother of former actress Pooja Lokesh, and actor and television presenter Srujan Lokesh. In recognition of her contribution towards Kannada cinema, she was honoured with Rajyotsava Award by the Government of Karnataka in 2013.
Honoured with She's Divine Award by I and You Being Together Foundation 2015"
Giselli Monteiro,https://en.wikipedia.org/wiki/Giselli_Monteiro,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Giselli_Monteiro.jpg/220px-Giselli_Monteiro.jpg,"Giselli Monteiro (born 16 November 1988) is a Brazilian former model and Bollywood actress. She made her film-debut playing Harleen Kaur in the 2009 Bollywood film Love Aaj Kal, directed by Imtiaz Ali."
Geeta Dutt,https://en.wikipedia.org/wiki/Geeta_Dutt,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Portrait_of_Indian_playback_singer_Geeta_Dutt.jpg/220px-Portrait_of_Indian_playback_singer_Geeta_Dutt.jpg,"Geeta Dutt (born Geeta Ghosh Roy Chowdhuri; 23 November 1930 – 20 July 1972) was a prominent Indian playback singer and a famous Hindi and Bengali classical artist, born in Faridpur before the Partition of India. She found particular prominence as a playback singer in Hindi cinema. She also sang many modern Bengali songs, both in the film and non-film genre."
Geetha (actress),https://en.wikipedia.org/wiki/Geetha_(actress),,"Geetha Kadambee (born 14 July 1962) is an Indian actress who appears in Malayalam, Tamil, Kannada, Telugu and Hindi films. She debuted in the Tamil film Bairavi (as Rajinikanth's sister). Since then she has acted in over 200 films in all major South Indian languages, and in a few Hindi films. She also appears in South Indian television serials. Geetha has won two Filmfare Awards South and a Karnataka State Film Awards and Kerala State Film Awards each."
Gopika,https://en.wikipedia.org/wiki/Gopika,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Gopika_2008.jpg/220px-Gopika_2008.jpg,"Gopika (born 1 february 1984 as Girly Anto) is an Indian film actress, who has predominantly starred in Malayalam films. Starting her career as a model, she ventured into acting with the film Pranayamanithooval (2002). She went on to appear in over 35 films, working in the Tamil, Telugu and Kannada film industries as well. She is well known for her role in Autograph, directed by Cheran."
Geeta Basra,https://en.wikipedia.org/wiki/Geeta_Basra,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Geeta_Basra_FilmiTadka.jpg/220px-Geeta_Basra_FilmiTadka.jpg,Geeta Basra (born 13 March 1984) is a British actress who has appeared in Bollywood films. She is married to Indian cricketer Harbhajan Singh.
Geeta Bali,https://en.wikipedia.org/wiki/Geeta_Bali,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Geeta_Bali_in_Naya_Ghar_%281953%29.jpg/220px-Geeta_Bali_in_Naya_Ghar_%281953%29.jpg,Geeta Bali  (1930 ‒ 21 January 1965) was an Indian film actress who appeared in Hindi language films. She was considered one of the most spontaneous and expressive stars of Bollywood for her acting.
Gayatri Jayaraman,https://en.wikipedia.org/wiki/Gayatri_Jayaraman,,"Gayatri Jayaraman is an Indian actress, who has appeared in predominantly Tamil, Kannada, Telugu and Malayalam language films. She began her career playing both lead and supporting roles in Tamil television series."
Gayatri Patel Bahl,https://en.wikipedia.org/wiki/Gayatri_Patel,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Gayatri_Patel.jpg/220px-Gayatri_Patel.jpg,"Gayatri Patel Bahl is an American born Indian actress, filmmaker, and Indian classical dancer, who appears in Hindi and English language films."
Gayatri (actress),https://en.wikipedia.org/wiki/Gayatri_(actress),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Gayathri  (born 1960) is an Indian actress from Punjab who is known for heroine roles in Kannada movies like Auto Raja (1980), Vasantha Geetha (1980), Sukha Samsarakke Hanneradu Sutragalu (1984), Ade Kannu (1985) and Jwaalamukhi (1985). She is the wife of actor Anant Nag."
Genelia D'Souza,https://en.wikipedia.org/wiki/Genelia_D%27Souza,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Genelia_Dsouza_at_Ebay_Dream_House_%282010%29.jpg/220px-Genelia_Dsouza_at_Ebay_Dream_House_%282010%29.jpg,"Genelia Deshmukh (née D'Souza; born 5 August 1987) is an Indian film actress and model. She has appeared in Telugu, Hindi, Tamil, Kannada and Malayalam films. After gaining wide attention in a Parker Pen commercial with Amitabh Bachchan, Genelia began her acting career with the box-office hit Tujhe Meri Kasam in 2003citation needed]. She was recognized for her role in Boys the same year, and later established herself in Telugu cinema by acting in several Telugu films during 2003–2012."
Gauri Karnik,https://en.wikipedia.org/wiki/Gauri_Karnik,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/GauriKarnik.jpg/220px-GauriKarnik.jpg,Gauri Karnik is a Hindi and Marathi film actress. She is best known for her acting in Sur in 2002.
Gajala,https://en.wikipedia.org/wiki/Gajala,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/India_film_clapperboard_%28variant%29.svg/30px-India_film_clapperboard_%28variant%29.svg.png,"Gajala is an Indian film actress, who has appeared in Telugu,  Malayalam  and Tamil films. She made her debut in the Telugu film Nalo Vunna Prema in 2001."
Gayatri Joshi,https://en.wikipedia.org/wiki/Gayatri_Joshi,https://upload.wikimedia.org/wikipedia/commons/0/04/Gayatri_Joshi_in_2018.jpg,Gayatri Joshi (Hindi: गायत्री जोशी; born 20 March 1977) is a model turned former Bollywood actress. Her first and only film was Swades (2004).
Gabriela Bertante,https://en.wikipedia.org/wiki/Gabriela_Bertante,,Gabriela Bertante is a Brazilian model who appears in Indian films.
Freida Pinto,https://en.wikipedia.org/wiki/Freida_Pinto,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Malala_and_Freida_Pinto_meet_the_Youth_For_Change_panel_cropped_frida.jpg/220px-Malala_and_Freida_Pinto_meet_the_Youth_For_Change_panel_cropped_frida.jpg,Freida Selena Pinto (Hindi: फ्रीडा पिंटो; born 18 October 1984) is an Indian actress who has appeared mainly in American and British films.
Feryna Wazheir,https://en.wikipedia.org/wiki/Feryna_Wazheir,,Feryna Wazheir is a British Asian actress.  She began her acting career in amateur theatre and made her break in the industry after she was discovered by Indian photographer Farrokh Chothia.
Gauhar Khan,https://en.wikipedia.org/wiki/Gauhar_Khan,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Gauhar_Khan_at_the_Mod%27Art_Fashion_Show_%287%29.jpg/220px-Gauhar_Khan_at_the_Mod%27Art_Fashion_Show_%287%29.jpg,"Gauhar Khan (also known as Gauahar Khan, born 23 August 1983) is an Indian model and actress. After pursuing modeling, she made her acting debut with Yash Raj Films' Rocket Singh: Salesman of the Year (2009). Khan also starred in films such as the action thriller Game (2011), the revenge drama Ishaqzaade (2012), the suspense thriller Fever (2016), the romantic comedy Badrinath Ki Dulhania (2017) and the Indian period drama Begum Jaan (2017)."
Gayathri Raguram,https://en.wikipedia.org/wiki/Gayathri_Raguram,,"Gayathri Raguuram  is an Indian choreographer and actress who has worked in the South Indian film industry. She was born to a brahmin Iyer family to choreographer Raghuram. Gayathri began her career as an actress in the 2002 film Charlie Chaplin and after a career break, she began working as a choreographer in films during 2008."
Gautami,https://en.wikipedia.org/wiki/Gautami,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Gauthami.jpg/220px-Gauthami.jpg,"Gautami Tadimalla is an Indian film actress who has worked mainly in Tamil films, although she also appeared in successful Telugu, Malayalam, Hindi and Kannada films. She is also a television actress, television host, the founder of Life Again Foundation, and a costume designer."
Gayathrie,https://en.wikipedia.org/wiki/Gayathrie,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Gayathrie_Shankar.jpg/220px-Gayathrie_Shankar.jpg,"Gayathrie Shankar is a Tamil film actress, who appears in leading roles. She debuted in 2012 with 18 Vayasu, and is best known for her role in Naduvula Konjam Pakkatha Kaanom. She has since featured in various movies like Ponmaalai Pozhudhu, Rummy, Oru Nalla Naal Paathu Solren, Puriyatha Puthir, etc. Vella Raja saw her dabble in web series. She will be seen in Super Deluxe and Maamanithan in 2019."
Farida Jalal,https://en.wikipedia.org/wiki/Farida_Jalal,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Farida_Jalal.jpg/220px-Farida_Jalal.jpg,"Farida Jalal (born 14 March 1949) is an Indian actress. In a film career spanning almost fifty years, Jalal acted in over 200 films in the Hindi, the Telugu, and the Tamil film industries. Best known for her character driven roles in independent cinema and supporting work in mainstream Bollywood productions, Jalal has received such accolades as four Filmfare Awards and two Bengal Film Journalists Association Awards."
Fatma Begum,https://en.wikipedia.org/wiki/Fatma_Begum,https://upload.wikimedia.org/wikipedia/commons/7/7b/Fatimabegumframe.jpg,"Fatma Begum (1892–1983) was an Indian actress, director, and screenwriter. She is often considered the first female film director of Indian cinema. Within four years, she went on to write, produce and direct many films. She launched her own production house, Fatma Films, which later became Victoria-Fatma Films, and directed her first film, Bulbul-e-Paristan, in 1926. She lived from 1892-1983 and was mother to three children."
Fatima Sana Shaikh,https://en.wikipedia.org/wiki/Fatima_Sana_Shaikh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Fatima_Sana_Shaikh_at_Juhu_PVR%2C_2020_%2803%29_%28cropped%29.jpg/220px-Fatima_Sana_Shaikh_at_Juhu_PVR%2C_2020_%2803%29_%28cropped%29.jpg,"Fatima Sana Shaikh (born 11 January 1992) is an Indian film actress known for her works in Hindi-language cinema, and television.better source needed] Fatima appeared as a child artist in films such as Chachi 420 and One 2 Ka 4. Years later, she played Zoya in the Indian drama film Tahaan which received ""The German Star of India award"" at ""Bollywood and Beyond"" festival at Stuttgart Germany in 2009."
Elina Samantray,https://en.wikipedia.org/wiki/Elina_Samantray,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Photo_Elina_samantray.jpg/220px-Photo_Elina_samantray.jpg,"Elina Samantray, also known as Elina, is an Indian actress. She started her career with the film Ishq Tu Hi Tu. She was the winner of the first season of the reality television show Kie Heba Mo Heroine, which was broadcast on Tarang TV."
Ena Saha,https://en.wikipedia.org/wiki/Ena_Saha,,"Ena Jennifer Saha (born 28 May ?), is an Indian film and television actress who predominantly appears in Bengali films and television shows."
Evelyn Sharma,https://en.wikipedia.org/wiki/Evelyn_Sharma,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Evelyn_sharma_cropped.jpg/220px-Evelyn_sharma_cropped.jpg,"Evelyn Sharma (born 12 July 1986) is a model and actress of Indian-German origin. She marked her film debut with the 2006, American film Turn left. She made her Bollywood debut playing Lubaina Snyder in the 2012 Bollywood film From Sydney with Love and shot to success with Ayan Mukerji's Yeh Jawaani Hai Deewani, opposite Ranbir Kapoor, produced by Karan Johar."
Farah (actress),https://en.wikipedia.org/wiki/Farah_Naaz,https://upload.wikimedia.org/wikipedia/commons/9/98/Farah_Naaz_in_2019.jpg,Farah Naaz Hashmi commonly credited as Farah is a leading Bollywood actress of the mid 1980s and early 1990s. She is the elder sister of Tabu.
Erica Fernandes,https://en.wikipedia.org/wiki/Erica_Fernandes,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Erica_Fernandes.jpg/220px-Erica_Fernandes.jpg,Erica Fernandes (born 7 May 1993) is an Indian actress and model known for her portrayal of Dr. Sonakshi Bose in Kuch Rang Pyar Ke Aise Bhi and Prerna Sharma in Kasautii Zindagii Kay.
Eesha Rebba,https://en.wikipedia.org/wiki/Eesha_Rebba,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/EeshaMirchiMusicAwards.jpeg/220px-EeshaMirchiMusicAwards.jpeg,"Eesha Rebba is a Telugu cinema actress, known for films such as Anthaka Mundu Aa Tarvatha (2013), Bandipotu (2015), Oyee (2016), Ami Thumi, Darsakudu (2017), and Awe (2018)."
Divya Spandana,https://en.wikipedia.org/wiki/Ramya,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Ms_Ramya_at_the_presentation_of_the_film_Thananam_Thananam_during_the_37th_International_Film_Festival_%28IFFI-2006%29_at_Kala_Academy_in_Panaji%2C_Goa_%28cropped%29.jpg/220px-Ms_Ramya_at_the_presentation_of_the_film_Thananam_Thananam_during_the_37th_International_Film_Festival_%28IFFI-2006%29_at_Kala_Academy_in_Panaji%2C_Goa_%28cropped%29.jpg,"Divya Spandana (born 29 November 1982), who was known professionally as Ramya (Kannada: ರಮ್ಯಾ Ramyā), is an Indian film actress and politician who was the Member of Parliament in the Lok Sabha from Mandya,  Karnataka.  She primarily works in Kannada film industry, but also appears in Tamil and Telugu language films. Ramya is the recipient of two Filmfare Awards South, an Udaya Award, and a Karnataka State Film Award."
Esha Deol,https://en.wikipedia.org/wiki/Esha_Deol,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/EshaDeol.jpg/220px-EshaDeol.jpg,"Esha Deol (born 2 November 1981) is an Indian film actress and model who predominantly appears in Hindi films. The daughter of actor-politicians Dharmendra and Hema Malini, Deol made her debut in Koi Mere Dil Se Poochhe (2002), which earned her awards and nominations including the Filmfare Award for Best Female Debut."
Divya Dutta,https://en.wikipedia.org/wiki/Divya_Dutta,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Divya_Dutta_graces_the_screening_of_Sonata.jpg/220px-Divya_Dutta_graces_the_screening_of_Sonata.jpg,"Divya Dutta (born 25 September 1977) is an Indian film actress and model. She has appeared in Bollywood and Punjabi cinema, but has also appeared in Malayalam and English films."
Elli AvrRam,https://en.wikipedia.org/wiki/Elli_Avram,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Elli_Avram_graces_the_Elle_Beauty_Awards_2016_%2815%29.jpg/220px-Elli_Avram_graces_the_Elle_Beauty_Awards_2016_%2815%29.jpg,"Elisabet Avramidou Granlund, (Greek: Ελισάβετ Αβραμίδου Γκράνλουντ; born 29 July 1990)  known professionally as Elli AvrRam, is a Swedish Greek actress and is now based in Mumbai, India. She is known for her Bollywood movie Kis Kisko Pyaar Karoon. AvrRam came to prominence after participating in the Indian reality TV show Bigg Boss."
Esha Gupta,https://en.wikipedia.org/wiki/Esha_Gupta,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Esha_Gupta_walks_the_ramp_for_Amit_Aggarwal_at_Lakme_Fashion_Week_2017.jpg/220px-Esha_Gupta_walks_the_ramp_for_Amit_Aggarwal_at_Lakme_Fashion_Week_2017.jpg,"Esha Gupta (/ˈiːʃə ˈɡʊptə/)(born 28 November 1985) is an Indian film actress, Model and the winner of the Miss India International title of 2007. She has established a career in Bollywood films."
Dimple Kapadia,https://en.wikipedia.org/wiki/Dimple_Kapadia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Dimple_kapadia_54.jpg/220px-Dimple_kapadia_54.jpg,"Dimple Kapadia (born 8 June 1957) is an Indian actress who predominantly appears in Hindi films. She was launched by Raj Kapoor at age 16, playing the title role in his teen romance Bobby (1973). In that same year she married Indian actor Rajesh Khanna and retired from acting. Kapadia returned to the film industry in 1984, following her separation from Khanna. One of her films of that period was the drama Saagar (1985). Both Bobby and Saagar won her the Filmfare Award for Best Actress. She went on to establish herself as one of the leading actresses of Hindi cinema in the 1980s."
Dipannita Sharma,https://en.wikipedia.org/wiki/Dipannita_Sharma,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Celebrities_at_Manish_Malhotra_-_Lilavati_Save_%26_Empower_Girl_Child_show_%288%29.jpg/220px-Celebrities_at_Manish_Malhotra_-_Lilavati_Save_%26_Empower_Girl_Child_show_%288%29.jpg,Dipannita Sharma (born 2 November 1979) is an Indian actress and model.
